objective.1,ndcg@1,ndcg@3,ndcg@5,ndcg@10,w,pn
primary,0.5421168467386959,0.5201248501574693,0.5200675311786029,0.5211180992406039,0.7367346938775511,50
secondary,0.5166066426570625,0.5305165160039164,0.5300057257407267,0.5304160968496872,0.7367346938775511,50
primary,0.5354141656662668,0.514998206434828,0.5101141319792133,0.5136525697788752,0.753061224489796,50
secondary,0.5286114445778308,0.5400411328518768,0.5409992157883429,0.5398250970792238,0.753061224489796,50
primary,0.5376150460184076,0.5123955450518063,0.5087220330572387,0.509865047798081,0.7693877551020408,50
secondary,0.5466186474589833,0.5491118360719013,0.5474409985471406,0.5478163307539315,0.7693877551020408,50
primary,0.5246098439375754,0.5049884753014313,0.4985593053074481,0.5017295733110997,0.7857142857142857,50
secondary,0.5606242496998797,0.5615186352053024,0.5630379469422332,0.5597067465155489,0.7857142857142857,50
primary,0.5176070428171272,0.4944096064036323,0.492185098786943,0.4923476880955405,0.8020408163265307,50
secondary,0.5702280912364942,0.5756516031780041,0.5757451152363667,0.5700274763901164,0.8020408163265307,50
primary,0.505402160864346,0.482750348531049,0.4779893688179207,0.4823715779329545,0.8183673469387756,50
secondary,0.5790316126450578,0.5830129112912181,0.5832566961217622,0.5796613617194811,0.8183673469387756,50
primary,0.5048019207683075,0.474976411992982,0.4703690758718872,0.4746177376040322,0.8346938775510204,50
secondary,0.614645858343337,0.6080272208224505,0.601762441603484,0.5930903704680324,0.8346938775510204,50
primary,0.491996798719488,0.4623798351431809,0.4556686700854403,0.4590909960741106,0.8510204081632654,50
secondary,0.63625450180072,0.6230810328058173,0.6222541139678839,0.6078870109952152,0.8510204081632654,50
primary,0.4618847539015607,0.4344896622427716,0.4340610572219086,0.4417150174544147,0.8673469387755103,50
secondary,0.6542617046818722,0.6490366576960949,0.6383224147036398,0.6194920711182466,0.8673469387755103,50
primary,0.4332733093237296,0.4138060096177627,0.411977717870067,0.4244663440763495,0.8836734693877552,50
secondary,0.6798719487795116,0.6633888548713168,0.655315549600955,0.6331172490520844,0.8836734693877552,50
primary,0.397358943577431,0.3841236827775322,0.3902380971366119,0.4028657461204758,0.9,50
secondary,0.7032813125250098,0.6862350664706932,0.6721873230346735,0.6450501138482073,0.9,50
